timestamp,env,merchantId,merchantGuid,productCode,country,orderedQuantity,deliveryQuantity,orderId,returned,rmaNumber,rmaTracking
2026-06-18T14:11:12.721Z,qa,524,7E8729FD-49E1-49BE-BE5A-18A02B89895E,701644329402M,DE,1,1,GE767592041TS,true,589525,9824450941
2026-06-18T14:17:10.783Z,qa,524,7E8729FD-49E1-49BE-BE5A-18A02B89895E,701644329402M,DE,1,1,GE767592332TS,false,,
